chr	start	end	length	nCG	meanMethy1	meanMethy2	diff.Methy	areaStat	annotation	in_te	nearest_gene
chr23	1425279	1425427	149	6	0.370303584037131	0.123406944051103	0.246896639986028	28.254529675246	Intron	TRUE	LOC_00011091
chr1	3397762	3397867	106	5	0.458605527399438	0.128730353661392	0.329875173738046	28.1378398851626	Intergenic	TRUE	LOC_00005633
chr19	8230383	8230883	501	7	0.855112715294543	0.616873072670164	0.238239642624379	28.0999500362792	Intergenic	FALSE	LOC_00021360
chr22	43497088	43497157	70	6	0.630519399530647	0.8222093735135	-0.191689973982853	-28.0904510942928	Intron	TRUE	LOC_00008898
chr15	27650252	27650306	55	7	0.262587690503081	0.535856652822396	-0.273268962319314	-28.0829423743562	Intron	TRUE	LOC_00011934
chr7	51600855	51601088	234	5	0.304694139284255	0.00556470422875477	0.299129435055501	28.0489810423503	Intron	FALSE	LOC_00002988
chr18	23780595	23781336	742	7	0.770449058328025	0.500161920129107	0.270287138198918	28.0478141160772	Intron	TRUE	LOC_00020941
chr31	1155592	1155936	345	8	0.250707550210702	0.528553568966419	-0.277846018755718	-27.9836126961478	Intron	TRUE	LOC_00010737
chr1	2424476	2424820	345	5	0.481421250186625	0.120337491286242	0.361083758900383	27.9661237599272	Intron	FALSE	LOC_00005608
chr18	28211269	28211485	217	7	0.309436214602301	0.104365662387624	0.205070552214677	27.9629406947987	Promoter	TRUE	LOC_00021016
chr3	16151284	16151458	175	7	0.0784247367401468	0.331232545297545	-0.252807808557398	-27.9543734092457	Intergenic	FALSE	LOC_00018319
chr8	43515462	43515595	134	7	0.473697311145996	0.2488106813685	0.224886629777495	27.9412723945446	Exon	TRUE	LOC_00024453
chr8	54026650	54026870	221	6	0.329712257198575	0.132605578988666	0.197106678209909	27.8841472461396	Intergenic	FALSE	LOC_00024584
chr29	26420301	26420370	70	5	0.043123845969856	0.324776914723035	-0.281653068753179	-27.8715567077011	Exon	FALSE	LOC_00019424
chr1	116067814	116068099	286	6	0.553575806986876	0.298282860173208	0.255292946813668	27.8311430194961	Intron	FALSE	LOC_00007103
chr13	8850904	8850992	89	5	0.367704662945859	0.182305817272947	0.185398845672913	27.8117993089794	Intron	FALSE	LOC_00009988
chr2	38274055	38274214	160	5	0.381426061969301	0.711686851156872	-0.330260789187572	-27.7976793386789	Intron	TRUE	LOC_00013577
chr18	38076557	38076773	217	7	0.257049772507069	0.0692654212648057	0.187784351242263	27.7697681753875	Intron	TRUE	LOC_00021115
chr16	8910320	8910571	252	7	0.462365736338665	0.700539279911252	-0.238173543572587	-27.7558090634377	Intergenic	FALSE	LOC_00004875
chr9	56673364	56673528	165	5	0.324043709713668	0.0631711040027626	0.260872605710906	27.7507573144053	Intergenic	FALSE	LOC_00000775
chr17	36378344	36378427	84	6	0.394325305310452	0.191352363711013	0.202972941599439	27.7346930533524	Intergenic	TRUE	LOC_00019881
chr17	38245268	38245341	74	7	0.686102114738598	0.464723284102388	0.221378830636209	27.701594045951	Intergenic	TRUE	LOC_00019906
chr23	38557299	38557574	276	6	0.342311940833919	0.0409078627849301	0.301404078048989	27.6823100003476	Intron	FALSE	LOC_00011616
chr12	11800291	11800531	241	7	0.750930489170116	0.507728895208153	0.243201593961963	27.6707172436286	Exon	FALSE	LOC_00025343
chr1	75456834	75456986	153	5	0.417049299716901	0.146258548147809	0.270790751569092	27.6542320420044	Intergenic	FALSE	LOC_00006600
chr14	41952581	41952715	135	6	0.0747347255964333	0.252605485482307	-0.177870759885873	-27.6215156551921	Intergenic	TRUE	LOC_00009576
chr26	9492494	9492589	96	5	0.296185476835799	0.0969174451494159	0.199268031686383	27.6156012492066	Promoter	TRUE	LOC_00017751
chr3	51322674	51322925	252	6	0.677732183378847	0.405185288862779	0.272546894516068	27.5721745182808	Promoter	FALSE	LOC_00018773
chr10	23667913	23668246	334	7	0.400302207216849	0.683133315091992	-0.282831107875143	-27.5491846663921	Intergenic	TRUE	LOC_00017172
chr12	2487833	2488120	288	7	0.671271357422344	0.424144652568004	0.24712670485434	27.4975664315413	Intergenic	TRUE	LOC_00025215
chr24	3231090	3231405	316	7	0.207525771900667	0.445773258135293	-0.238247486234626	-27.4831470975291	Intergenic	TRUE	LOC_00016280
chr8	64750435	64750591	157	6	0.210927963611032	0.466671191135066	-0.255743227524033	-27.4658184488374	Intron	TRUE	LOC_00024722
chr24	3333538	3333821	284	5	0.110894009931108	0.416361161785431	-0.305467151854323	-27.4587417785829	Exon	TRUE	LOC_00016282
chr13	53512018	53512166	149	6	0.238750431504026	0.0208946395651426	0.217855791938883	27.421921845405	Intron	FALSE	XLOC_017797U_lncRNA
chr7	48549033	48549317	285	6	0.229205001181376	0.0122765554833519	0.216928445698024	27.4049070778352	Intergenic	TRUE	LOC_00002934
chr21	37740512	37740836	325	7	0.550193474253646	0.76916968581302	-0.218976211559375	-27.3766383224427	Intron	TRUE	LOC_00012885
chr1	46419056	46419131	76	7	0.635177614692678	0.81444780217187	-0.179270187479192	-27.3585389869832	Intron	TRUE	LOC_00006238
chr5	62877213	62877525	313	6	0.278667340258542	0.0456076484127599	0.233059691845782	27.3557994478825	Intron	FALSE	LOC_00015954
chr25	11823306	11823522	217	7	0.284573005861907	0.508948292415688	-0.224375286553781	-27.319986497411	Intergenic	TRUE	LOC_00004468
chr16	16105232	16105372	141	5	0.0694733598236046	0.235042644160654	-0.16556928433705	-27.3161399625853	Intron	TRUE	LOC_00004988
chr21	46549526	46549707	182	6	0.162328275004142	0.419040266878857	-0.256711991874715	-27.2894833506722	Intergenic	FALSE	LOC_00012992
chr31	21762736	21763107	372	5	0.732787454157136	0.403232330434695	0.329555123722441	27.2689481930363	Exon	FALSE	LOC_00011011
chr29	1947285	1947488	204	5	0.222035093696695	0.048165917233081	0.173869176463614	27.268026550336	Intron	FALSE	LOC_00019118
chr14	34301758	34301867	110	7	0.185389845900679	0.399639361783705	-0.214249515883026	-27.25495384682	Intergenic	FALSE	LOC_00009467
chr6	64954068	64954159	92	6	0.192300321483717	0.411186123094508	-0.218885801610791	-27.1489318517	Intergenic	FALSE	LOC_00008097
chr3	51711351	51711497	147	7	0.567658181503375	0.818854323402304	-0.251196141898929	-27.104323579191	Intron	FALSE	LOC_00018779
chr4	19490064	19490373	310	6	0.421330386036488	0.675054085832149	-0.253723699795661	-27.0771083036097	Exon	FALSE	LOC_00003548
chr25	22132785	22132873	89	6	0.422291381683749	0.205509024252614	0.216782357431135	27.0747337961243	Intergenic	FALSE	LOC_00004606
chr27	20384529	20384612	84	7	0.187246295955068	0.390207110887636	-0.202960814932568	-27.0708917924784	Exon	FALSE	LOC_00025026
chr6	76834782	76834936	155	5	0.825138302684123	0.657656748111188	0.167481554572935	27.0497187246228	Intron	TRUE	LOC_00008287
chr24	12221693	12221936	244	7	0.21502865419763	0.454589169543975	-0.239560515346344	-27.0240397815346	Intron	TRUE	LOC_00016514
chr6	14703788	14704002	215	5	0.241969193381647	0.597922911277776	-0.355953717896128	-26.9836163906883	Exon	FALSE	LOC_00007441
chr1	15574598	15574982	385	8	0.588216648994271	0.810959566032383	-0.222742917038111	-26.9445235974466	Promoter	FALSE	LOC_00005799
chr2	9489043	9489175	133	5	0.511646357020442	0.798598875236527	-0.286952518216085	-26.9051915769404	Intergenic	FALSE	LOC_00013185
chr31	24495974	24496078	105	5	0.316857995830858	0.0514460682587656	0.265411927572093	26.9027092491945	Intron	TRUE	LOC_00011054
chr1	123707010	123707340	331	7	0.518960932190474	0.317317951213737	0.201642980976736	26.8733229537309	Intron	FALSE	LOC_00007192
chr1	58500456	58500774	319	7	0.624673639735095	0.822179094179448	-0.197505454444353	-26.8706918203029	Intron	TRUE	LOC_00006390
chr16	42843472	42843630	159	6	0.217825729162312	0.0242749697146993	0.193550759447613	26.8629199099982	Intergenic	TRUE	LOC_00005370
chr27	24518803	24519049	247	6	0.500683580099074	0.209852273836113	0.290831306262961	26.8196344271506	Intergenic	TRUE	LOC_00025083
chr25	2208120	2208184	65	4	0.280091528803851	0.67081459744718	-0.390723068643329	-26.8103319621104	Exon	FALSE	LOC_00004320
chr23	19806416	19806712	297	6	0.375295388870788	0.113698602800615	0.261596786070173	26.772362617847	Exon	FALSE	LOC_00011371
chr11	53461308	53461513	206	6	0.632787012498406	0.360427869842853	0.272359142655553	26.7620558938924	Intron	TRUE	LOC_00023162
chr25	36629756	36630282	527	5	0.464981055115687	0.149845967163282	0.315135087952405	26.732873462953	Intergenic	FALSE	LOC_00004762
chr7	64700509	64700678	170	6	0.290512257181362	0.0821949582966916	0.20831729888467	26.6688163167611	Intergenic	FALSE	LOC_00003146
chr14	18956545	18956604	60	6	0.0531548223434131	0.346598547621048	-0.293443725277635	-26.6654854158172	Intron	TRUE	LOC_00009233
chr2	68712376	68712559	184	5	0.25015481510495	0.074080584434628	0.176074230670322	26.6191166909411	Intron	TRUE	LOC_00014106
chr31	21069239	21069314	76	7	0.222771087711084	0.408965508622839	-0.186194420911755	-26.6016314455786	Intergenic	TRUE	LOC_00011001
chr10	28250172	28250463	292	7	0.187766581728954	0.38067565386582	-0.192909072136866	-26.5965820216726	Promoter	FALSE	LOC_00017217
chr7	41288125	41288214	90	7	0.447452509405447	0.641828740775064	-0.194376231369617	-26.5901177225627	Intron	FALSE	LOC_00002835
chr27	24006107	24006281	175	5	0.00695955886961342	0.219912424844481	-0.212952865974867	-26.5587714698227	Intergenic	TRUE	LOC_00025073
chr2	16167107	16167161	55	5	0.609070389558982	0.249439537162057	0.359630852396925	26.5136415173207	Exon	TRUE	LOC_00013259
chr7	66588990	66589210	221	7	0.385123824939668	0.148046508202543	0.237077316737124	26.5021586226655	Intron	TRUE	LOC_00003191
chr19	26136567	26136942	376	5	0.00659194237027703	0.231497451721558	-0.224905509351281	-26.4938141370059	Intergenic	FALSE	LOC_00021601
chr5	75677709	75677985	277	5	0.26076126569256	0.596440696247953	-0.335679430555394	-26.4345354126773	Intergenic	FALSE	LOC_00016175
chr7	27054191	27054378	188	6	0.527443923780082	0.273688446335035	0.253755477445047	26.3948357466954	Intron	TRUE	LOC_00002678
chr30	6334007	6334222	216	7	0.69499870673994	0.890207013512397	-0.195208306772457	-26.3402401270886	Intergenic	TRUE	LOC_00023440
chr9	11964162	11964403	242	5	0.316134183806157	0.532435323907518	-0.216301140101362	-26.3047525383054	Exon	FALSE	LOC_00000182
chr13	12919125	12919237	113	7	0.727789110269524	0.481418951227126	0.246370159042397	26.2989253011522	Promoter	FALSE	LOC_00010049
chr5	54162286	54162529	244	6	0.221662999959763	0.450963894778241	-0.229300894818479	-26.2789971154408	Intron	FALSE	LOC_00015809
chr12	19231297	19231599	303	7	0.176257697356309	0.401662554992499	-0.225404857636189	-26.2604773472649	Intron	TRUE	LOC_00025434
chr13	35409199	35409329	131	7	0.20951719341866	0.416874029920764	-0.207356836502104	-26.247272219685	Intron	TRUE	LOC_00010366
chr26	27305826	27305939	114	6	0.580316006075658	0.827505893236076	-0.247189887160418	-26.2446748797523	Intergenic	FALSE	LOC_00018001
chr19	46058036	46058467	432	7	0.671034125454504	0.427758446395153	0.243275679059351	26.2438733281842	Exon	TRUE	LOC_00021853
chr2	6339484	6339714	231	7	0.635798148018438	0.831395005571862	-0.195596857553424	-26.2279056887209	Intron	FALSE	LOC_00013174
chr27	877822	878036	215	7	0.41671920135306	0.680804307102519	-0.26408510574946	-26.2126641345185	Exon	FALSE	LOC_00024746
chr9	14832122	14832378	257	6	0.651554919794697	0.341776482810562	0.309778436984135	26.210694059348	Intergenic	FALSE	LOC_00000221
chr24	11738096	11738149	54	4	0.0578387390938336	0.20246980869014	-0.144631069596306	-26.1877390844411	Intergenic	TRUE	LOC_00016505
chr21	46488870	46488950	81	4	0.400701281820882	0.0285610294400154	0.372140252380866	26.1780286110887	Exon	TRUE	LOC_00012991
chr2	19455793	19456049	257	6	0.344327080890124	0.581084143485995	-0.236757062595872	-26.1011830154289	Intergenic	FALSE	LOC_00013312
chr14	13244083	13244175	93	5	0.333370028237378	0.615264052542198	-0.28189402430482	-25.9362832961692	Intron	TRUE	LOC_00009138
chr22	27552171	27552365	195	5	0.353080797384987	0.661501993417651	-0.308421196032664	-25.9111158102113	Intergenic	TRUE	LOC_00008657
chr14	17343297	17343542	246	6	0.119810788907599	0.345608896236386	-0.225798107328787	-25.9061091939844	Exon	FALSE	LOC_00009213
chr16	40557439	40557844	406	7	0.648989974978939	0.409735786872199	0.23925418810674	25.8505187978917	Exon	TRUE	LOC_00005352
chr24	9293099	9293248	150	6	0.277632253298286	0.478201671322036	-0.20056941802375	-25.8300728469417	Intergenic	TRUE	LOC_00016436
chr1	125682576	125682810	235	5	0.242105473318331	0.0209688084541529	0.221136664864178	25.8215467724258	Intron	FALSE	LOC_00007224
chr3	31291984	31292195	212	7	0.322753098697993	0.521961677523275	-0.199208578825282	-25.8172579500434	Intron	FALSE	LOC_00018464
chr2	46952602	46952690	89	5	0.377863562809542	0.0752645672818187	0.302598995527724	25.81697396425	Intergenic	FALSE	LOC_00013711
chr8	11327651	11327732	82	6	0.24436432964354	0.0748023151139058	0.169562014529634	25.8056695897581	Intron	FALSE	LOC_00024007
chr26	13288994	13289157	164	5	0.468540505442951	0.173933102537089	0.294607402905861	25.7931926612513	Intergenic	TRUE	LOC_00017808
chr20	13942927	13943215	289	6	0.309359110225351	0.0640560593343958	0.245303050890955	25.7566178292092	Intron	FALSE	LOC_00014481
chr10	9912788	9912935	148	5	0.119354749061594	0.403762152081212	-0.284407403019619	-25.6938128162325	Intron	FALSE	LOC_00016975
chr1	2699643	2699915	273	7	0.196507905683913	0.415973350021929	-0.219465444338016	-25.657457640695	Intergenic	TRUE	LOC_00005612
chr2	62287629	62288082	454	7	0.44182669387151	0.722512136635544	-0.280685442764034	-25.6534103103459	Exon	FALSE	LOC_00013977
chr11	41961556	41961796	241	5	0.0493828231790795	0.313021249760263	-0.263638426581183	-25.6476208575013	Intergenic	FALSE	LOC_00023017
chr11	10954109	10954627	519	6	0.598218858541357	0.355159084620632	0.243059773920724	25.6314827849087	Intergenic	TRUE	LOC_00022626
chr1	53507200	53507447	248	5	0.634207674120368	0.359304426315683	0.274903247804685	25.5778514797757	Intergenic	FALSE	LOC_00006329
chr15	18184624	18184885	262	6	0.130847186055809	0.394820395358485	-0.263973209302675	-25.5674764629885	Intron	TRUE	LOC_00011831
chr8	37299346	37299404	59	5	0.0968400832309477	0.256947590056035	-0.160107506825087	-25.5574048798048	Intron	TRUE	LOC_00024356
chr6	50105666	50105967	302	6	0.363395544675936	0.120028940635664	0.243366604040272	25.5440680561447	Intron	TRUE	LOC_00007882
chr5	30133964	30134309	346	6	0.209048023822739	0.436449777612831	-0.227401753790091	-25.5417147665608	Intron	TRUE	LOC_00015392
chr27	1569315	1569568	254	7	0.429189859882847	0.203001069873035	0.226188790009811	25.5307344613303	Intron	TRUE	LOC_00024753
chr3	57667665	57667894	230	6	0.461371442989627	0.258660480123853	0.202710962865774	25.5285295940929	Intergenic	TRUE	XLOC_032870U_lncRNA
chr15	49866402	49866506	105	6	0.0243941959538986	0.229950312126966	-0.205556116173067	-25.4018925307478	Intron	TRUE	LOC_00012226
chr1	76801553	76801623	71	5	0.62602388017489	0.287480854143954	0.338543026030936	25.3891692336961	Intron	TRUE	LOC_00006615
chr21	17333374	17333496	123	5	0.4999499026482	0.305644631100145	0.194305271548055	25.380137213724	Intergenic	TRUE	LOC_00012555
chr27	15039155	15039740	586	7	0.49074356022004	0.198760951147742	0.291982609072298	25.321338806035	Promoter	TRUE	LOC_00024946
chr3	3156615	3156852	238	5	0.275569313366009	0.0729836139910487	0.20258569937496	25.2950432587215	Exon	FALSE	LOC_00018161
chr11	37709826	37709921	96	6	0.839115762707611	0.656545733214083	0.182570029493528	25.2164529841829	Exon	TRUE	LOC_00022949
chr10	48614383	48614534	152	6	0.493685295209797	0.187034404984203	0.306650890225594	25.215106426256	Intergenic	TRUE	LOC_00017445
chr9	62032730	62033212	483	6	0.358162423132076	0.61151542624621	-0.253353003114133	-25.212436459427	Intron	FALSE	LOC_00000853
chr21	29365422	29365618	197	6	0.0576305877669664	0.313506281041378	-0.255875693274412	-25.1907520308772	Exon	FALSE	LOC_00012756
chr6	60128349	60128503	155	7	0.430117148507626	0.241482433965901	0.188634714541725	25.1785771267872	Intergenic	TRUE	LOC_00008032
chr3	45674782	45675044	263	6	0.3082215119782	0.10327379666423	0.204947715313969	25.1472541367049	Intron	TRUE	LOC_00018654
chr7	33827021	33827078	58	5	0.130918970057973	0.377552371206578	-0.246633401148605	-25.1462064594544	Intergenic	TRUE	LOC_00002742
chr15	59025125	59025497	373	6	0.412932431216095	0.157034972556364	0.255897458659732	25.1435086523456	Intron	FALSE	LOC_00012342
chr5	47910010	47910396	387	6	0.328610658948586	0.591329093720041	-0.262718434771455	-25.0751523356519	Exon	FALSE	LOC_00015735
chr30	23716821	23716887	67	6	0.232453759897315	0.0643977335889969	0.168056026308318	25.0729284235306	Exon	TRUE	LOC_00023657
chr9	17399277	17399388	112	5	0.323665102393382	0.0484414608249257	0.275223641568456	25.0712671560908	Intergenic	FALSE	LOC_00000257
chr2	53032607	53032704	98	5	0.157245104015781	0.342836141283458	-0.185591037267677	-25.0684788440301	Intergenic	TRUE	LOC_00013798
chr12	28129872	28130003	132	5	0.219842908842822	0.500579837799229	-0.280736928956407	-25.0020999096201	Intergenic	FALSE	LOC_00025574
chr9	12290353	12290616	264	6	0.307929656531948	0.559383881418628	-0.251454224886679	-24.9799226901275	Intron	TRUE	LOC_00000192
chr10	47078381	47078500	120	6	0.771674618607784	0.557472300336367	0.214202318271416	24.9771162722949	Intron	TRUE	LOC_00017425
chr23	23290179	23290235	57	5	0.149421208557702	0.315361788538616	-0.165940579980914	-24.9506012394593	Intergenic	TRUE	LOC_00011438
chr30	3154181	3154404	224	6	0.375690011226921	0.118493309115375	0.257196702111547	24.9042705234281	Intergenic	TRUE	LOC_00023395
chr28	18968096	18968186	91	6	0.348681601546701	0.0946263514524195	0.254055250094282	24.9000028731767	Intergenic	TRUE	LOC_00020343
chr12	51113574	51113810	237	5	0.266599748858362	0.5554437578179	-0.288844008959538	-24.8436185158201	Exon	FALSE	XLOC_017246U_lncRNA
chr4	70913263	70913563	301	6	0.425535209420745	0.164914674803016	0.260620534617729	24.8418983374645	Exon	TRUE	LOC_00004256
chr6	68068736	68068820	85	4	0.130260302682103	0.320292939247856	-0.190032636565753	-24.8324105466668	Intron	TRUE	LOC_00008140
chr17	48551960	48552109	150	5	0.211027297861688	0.00639209993471647	0.204635197926971	24.8078159632936	Intron	FALSE	LOC_00020046
chr20	18190660	18190742	83	6	0.109083750119314	0.276981006063104	-0.16789725594379	-24.7977260872939	Intron	TRUE	LOC_00014518
chr16	5637531	5637696	166	6	0.523657542784955	0.293803854572814	0.229853688212141	24.7647706914022	Intergenic	FALSE	LOC_00004830
chr5	56182082	56182271	190	6	0.600980243975364	0.819041918266352	-0.218061674290988	-24.7084513291717	Intergenic	TRUE	LOC_00015839
chr12	10774200	10774259	60	6	0.118067403475138	0.298745723599923	-0.180678320124785	-24.6829751830059	Intron	FALSE	LOC_00025326
chr29	7793724	7793804	81	6	0.536593207644414	0.782959561417382	-0.246366353772968	-24.680155106885	Intron	TRUE	LOC_00019157
chr21	13589647	13589870	224	7	0.359038276127561	0.616000363045886	-0.256962086918324	-24.6663542748477	Promoter	TRUE	XLOC_026243U_lncRNA
chr3	40613299	40613631	333	6	0.608759309806429	0.362399132422514	0.246360177383915	24.5901393568653	Promoter	TRUE	LOC_00018585
chr24	10577452	10577505	54	6	0.614625542288916	0.806449947223441	-0.191824404934525	-24.5565749293225	Intron	TRUE	LOC_00016475
chr1	88759070	88759158	89	6	0.0952175212898651	0.298555687098394	-0.203338165808529	-24.533164278277	Intergenic	FALSE	LOC_00006771
chr1	88928583	88928713	131	4	0.0874348947404091	0.495057742031208	-0.407622847290799	-24.4880039953074	Intron	FALSE	LOC_00006777
chr26	29697448	29697645	198	6	0.589832622928106	0.824453702806359	-0.234621079878254	-24.4767729633588	Intron	TRUE	LOC_00018020
chr2	4877718	4878005	288	6	0.338367892661816	0.107124390578144	0.231243502083672	24.4678881169855	Intergenic	TRUE	LOC_00013125
chr17	31266648	31266796	149	5	0.313163831830152	0.488463844815529	-0.175300012985376	-24.4582307416682	Intron	TRUE	LOC_00019830
chr7	35740710	35740949	240	6	0.348554402771078	0.599502544505067	-0.250948141733988	-24.4495439910703	Intron	TRUE	LOC_00002752
chr24	13059603	13059817	215	6	0.594610282832262	0.346403277557788	0.248207005274474	24.3589927967019	Intergenic	FALSE	LOC_00016538
chr6	50748387	50748656	270	6	0.691576140991711	0.415710206732681	0.275865934259031	24.3402155458919	Intergenic	TRUE	LOC_00007896
chr27	16838047	16838257	211	5	0.232194970504202	0.573169913594199	-0.340974943089997	-24.325708180952	Exon	TRUE	LOC_00024982
chr5	51312424	51312791	368	7	0.262218355912835	0.0335006857970567	0.228717670115778	24.2785639671652	Intergenic	FALSE	LOC_00015772
chr11	49034458	49034622	165	4	0.226054456677491	0.606252726542355	-0.380198269864864	-24.2178965838417	Promoter	TRUE	LOC_00023110
chr26	3128017	3128216	200	7	0.264339663376896	0.484628741516541	-0.220289078139644	-24.2134202931624	Intergenic	TRUE	LOC_00017680
chr12	50196964	50197219	256	4	0.427306012555273	0.0379508171931535	0.389355195362119	24.209863745967	Intergenic	TRUE	LOC_00025890
chr5	57075388	57075667	280	5	0.510745320620961	0.897842328089632	-0.387097007468671	-24.1749397535489	Exon	FALSE	LOC_00015861
chr2	19577228	19577425	198	5	0.301330402139513	0.00549206831299557	0.295838333826517	24.167067673882	Intergenic	TRUE	LOC_00013315
chr29	9754879	9755095	217	6	0.762350947424353	0.545332170123228	0.217018777301126	24.1433903528934	Intergenic	FALSE	LOC_00019191
chr4	21099980	21100137	158	6	0.310350996714289	0.531329011700857	-0.220978014986568	-24.1374789381766	Intergenic	TRUE	LOC_00003561
chr8	25713188	25713434	247	5	0.16973475242134	0.465576416916864	-0.295841664495524	-24.1052789102909	Intergenic	FALSE	LOC_00024211
chr1	125579758	125579832	75	5	0.210460816486646	0.00758103759889256	0.202879778887753	24.0802703853422	Intron	TRUE	LOC_00007224
chr5	67224235	67224397	163	6	0.521301522556496	0.322966222605022	0.198335299951474	24.013567659448	Intergenic	TRUE	LOC_00016043
chr7	21498303	21498582	280	6	0.333099473348	0.116515029256859	0.216584444091141	24.0009978546727	Intergenic	TRUE	LOC_00002599
chr11	28782775	28782840	66	6	0.426263458062769	0.191939301927677	0.234324156135092	23.9883941507144	Promoter	TRUE	LOC_00022845
chr23	4518650	4519412	763	5	0.264263049961732	0.619014696179794	-0.354751646218062	-23.9577163862287	Intron	FALSE	LOC_00011113
chr1	11062930	11063114	185	5	0.491963396923001	0.778801271229071	-0.28683787430607	-23.948151952022	Exon	FALSE	LOC_00005717
chr22	25694904	25695000	97	6	0.380903444275461	0.585380104659892	-0.204476660384431	-23.9455804715657	Intron	FALSE	LOC_00008619
chr7	59263827	59263904	78	4	0.0950010785971473	0.512126976925051	-0.417125898327904	-23.9047455798616	Intergenic	TRUE	LOC_00003084
chr5	31031566	31031803	238	5	0.179535985895161	0.422629475196104	-0.243093489300943	-23.8971881281516	Intergenic	FALSE	LOC_00015407
chr15	56651673	56651758	86	4	0.379526833419887	0.746850035358086	-0.367323201938199	-23.8592131601352	Intron	FALSE	LOC_00012305
chr31	4040081	4040353	273	6	0.45301696591406	0.121759302891186	0.331257663022874	23.8503004324725	Intron	TRUE	LOC_00010775
chr16	48406600	48406792	193	5	0.419348419585878	0.675401894089585	-0.256053474503708	-23.8175950521355	Intron	TRUE	LOC_00005448
chr4	48881231	48881436	206	6	0.420480651887392	0.627866928489284	-0.207386276601892	-23.8157347772122	Intron	TRUE	LOC_00003938
chr2	1112669	1112818	150	6	0.515676703563581	0.237006087249524	0.278670616314056	23.8124788987037	Intergenic	FALSE	LOC_00013100
chr24	11420867	11421074	208	6	0.552881384545002	0.745393581237464	-0.192512196692461	-23.7997263213262	Intergenic	FALSE	LOC_00016498
chr26	39020844	39021015	172	4	0.275044790168199	0.518669719035699	-0.2436249288675	-23.7904983897355	Intron	FALSE	LOC_00018115
chr1	27918111	27918372	262	5	0.39458888899946	0.154093770027571	0.240495118971889	23.7416384848691	Exon	TRUE	LOC_00005965
chr13	36840716	36841014	299	6	0.426470394327673	0.726889804718119	-0.300419410390446	-23.7334607939464	Intron	FALSE	LOC_00010374
chr9	18549230	18549388	159	6	0.0903452564718227	0.290141336702329	-0.199796080230506	-23.7127532692274	Intron	TRUE	LOC_00000271
chr12	7571843	7572089	247	5	0.559701641406374	0.277676927368508	0.282024714037866	23.7104548940236	Intron	FALSE	LOC_00025273
chr5	30914802	30915041	240	6	0.346876143996522	0.115911075528793	0.230965068467729	23.6634860559903	Intron	TRUE	LOC_00015403
chr20	24741761	24742008	248	6	0.256682235384827	0.501509850815909	-0.244827615431083	-23.6384156252189	Intergenic	FALSE	LOC_00014601
chr24	9270793	9270933	141	5	0.109471372006326	0.352624366307758	-0.243152994301432	-23.6263224123864	Exon	TRUE	LOC_00016435
chr20	43597907	43598067	161	6	0.446081262505129	0.143561836604142	0.302519425900988	23.5860523519473	Intron	FALSE	LOC_00014821
chr11	53414356	53414498	143	6	0.7745130201534	0.556060314921195	0.218452705232206	23.5748964255447	Exon	FALSE	LOC_00023162
chr7	51031348	51031401	54	6	0.445743531477441	0.224024786212747	0.221718745264694	23.5062695474477	Intron	TRUE	LOC_00002967
chr21	7440052	7440265	214	6	0.649728952559615	0.850372089728381	-0.200643137168766	-23.4647850020612	Exon	FALSE	LOC_00012442
chr10	58994348	58994485	138	6	0.334586529103297	0.119995735466668	0.214590793636629	23.385268706564	Intron	FALSE	LOC_00017614
chr7	60542935	60543196	262	4	0.182276181212903	0.578889135522882	-0.396612954309979	-23.3781649554177	Promoter	FALSE	LOC_00003102
chr11	60233938	60233989	52	6	0.135356843655319	0.372717756736397	-0.237360913081078	-23.3730306687785	Intron	TRUE	LOC_00023235
chr19	33135077	33135240	164	5	0.483491464141467	0.206374325887014	0.277117138254453	23.3164402136092	Intergenic	TRUE	LOC_00021677
chr4	611002	611258	257	5	0.522017060873797	0.83264431284755	-0.310627251973753	-23.3031584287422	Intron	TRUE	LOC_00003240
chr1	31581109	31581620	512	6	0.322644971750651	0.600159304318037	-0.277514332567386	-23.2980474030563	Exon	FALSE	LOC_00006008
chr1	125691558	125691864	307	6	0.0975549019365246	0.33325357362997	-0.235698671693445	-23.2918881564627	Intron	FALSE	LOC_00007224
chr14	39734057	39734227	171	6	0.360736785779838	0.153153709361219	0.207583076418619	23.2509489165911	Intron	FALSE	LOC_00009538
chr2	72465928	72466019	92	7	0.499521777172431	0.25646871992093	0.243053057251501	23.2468281954656	Intergenic	TRUE	LOC_00014168
chr28	19808598	19808768	171	5	0.234077172751626	0.0148260182017701	0.219251154549856	23.2448736569528	Intergenic	TRUE	XLOC_031392U_lncRNA
chr18	7375886	7376009	124	6	0.394127332846318	0.632241596843386	-0.238114263997068	-23.2419248920707	Intron	TRUE	LOC_00020763
chr9	4367002	4367320	319	5	0.246334440810669	0.0144591875468735	0.231875253263795	23.2123319367864	Promoter	FALSE	LOC_00000057
chr16	9612677	9612920	244	6	0.373625514245803	0.117468053951027	0.256157460294776	23.2054270380987	Intron	TRUE	LOC_00004880
chr4	33916640	33916786	147	6	0.244905357120347	0.448447350101505	-0.203541992981159	-23.0701508944028	Intergenic	FALSE	LOC_00003750
chr1	24600934	24600985	52	6	0.369390653117573	0.181422063494374	0.187968589623199	23.0624319671371	Intron	FALSE	LOC_00005912
