chr	window	sample	mean_beta	n_cpgs	condition
chr5	14500000	C2	23.6592090496614	13846	Control
chr5	15500000	C2	7.99500628087175	18127	Control
chr5	16500000	C2	0.346003020574882	17963	Control
chr5	17500000	C2	31.2159532045421	16187	Control
chr5	18500000	C2	33.6755494682413	14173	Control
chr5	19500000	C2	31.0983661714347	16093	Control
chr5	20500000	C2	38.4809210474001	17505	Control
chr5	21500000	C2	30.771212484793	17578	Control
chr5	22500000	C2	8.77632342841514	14783	Control
chr5	23500000	C2	13.2108723120254	13411	Control
chr5	24500000	C2	22.5310197294395	13048	Control
chr5	25500000	C2	14.7924526003367	12251	Control
chr5	26500000	C2	11.0738203453705	14823	Control
chr5	27500000	C2	28.7253639610855	17274	Control
chr5	28500000	C2	2.91730118317065	17026	Control
chr5	29500000	C2	12.7786613849087	14950	Control
chr5	30500000	C2	23.5928757272628	11039	Control
chr5	31500000	C2	39.2836209251122	15208	Control
chr5	32500000	C2	36.4682248319566	11010	Control
chr5	33500000	C2	29.2030120088929	13755	Control
chr5	34500000	C2	51.7195636346651	14504	Control
chr5	35500000	C2	11.200091191148	6534	Control
chr5	36500000	C2	9.05791416833167	10446	Control
chr5	37500000	C2	3.02544561243049	10223	Control
chr5	38500000	C2	8.82506412138879	11744	Control
chr5	39500000	C2	30.8302781709868	16929	Control
chr5	40500000	C2	46.6390673305721	14402	Control
chr5	41500000	C2	26.0518788922804	17633	Control
chr5	42500000	C2	35.4588593901048	15547	Control
chr5	43500000	C2	34.0062517777622	15024	Control
chr5	44500000	C2	12.7185966366797	19601	Control
chr5	45500000	C2	17.0262174042914	18128	Control
chr5	46500000	C2	3.17503935765204	18559	Control
chr5	47500000	C2	25.7890496911892	16492	Control
chr5	48500000	C2	16.6599005662151	7762	Control
chr5	49500000	C2	19.7611887007675	17716	Control
chr5	50500000	C2	6.04689755296316	20453	Control
chr5	51500000	C2	9.2570969590626	16024	Control
chr5	52500000	C2	28.7818864912359	17742	Control
chr5	53500000	C2	29.0264495453691	15167	Control
chr5	54500000	C2	21.2055570561386	15256	Control
chr5	55500000	C2	2.47862296605527	12739	Control
chr5	56500000	C2	46.9848249594917	16978	Control
chr5	57500000	C2	17.7023207129884	17745	Control
chr5	58500000	C2	10.8659903335565	17248	Control
chr5	59500000	C2	27.3999208353562	15046	Control
chr5	60500000	C2	0.701833357767714	19566	Control
chr5	61500000	C2	2.49200617500953	14922	Control
chr5	62500000	C2	20.8094585864733	16738	Control
chr5	63500000	C2	3.71161515509291	15268	Control
chr5	64500000	C2	12.9353188281624	16060	Control
chr5	65500000	C2	37.0605579026275	17111	Control
chr5	66500000	C2	10.1700965220699	17481	Control
chr5	67500000	C2	21.1765046432661	17559	Control
chr5	68500000	C2	17.7681418933377	13934	Control
chr5	69500000	C2	46.312138165172	13231	Control
chr5	70500000	C2	18.0321674868838	13217	Control
chr5	71500000	C2	12.6172269221515	13844	Control
chr5	72500000	C2	18.6211683826512	17209	Control
chr5	73500000	C2	16.2599971577557	10136	Control
chr5	74500000	C2	37.4245010618232	15514	Control
chr5	75500000	C2	24.5022212461026	13531	Control
chr5	76500000	C2	4.5212134448585	14752	Control
chr5	77500000	C2	11.0408947876574	16036	Control
chr5	78500000	C2	0.409188873335644	11354	Control
chr5	79500000	C2	6.5011610858559	7162	Control
chr5	80500000	C2	20.2889219398418	16775	Control
chr5	81500000	C2	53.874233959583	6419	Control
chr6	500000	C2	0.405776724606416	3986	Control
chr6	1500000	C2	28.0610564045587	9247	Control
chr6	2500000	C2	20.5183897851338	10066	Control
chr6	3500000	C2	22.1653944663066	11807	Control
chr6	4500000	C2	4.03771960787131	16593	Control
chr6	5500000	C2	11.038530120869	11810	Control
chr6	6500000	C2	35.7212947923319	8823	Control
chr6	7500000	C2	30.7076368185608	14022	Control
chr6	8500000	C2	5.52738639964995	12444	Control
chr6	9500000	C2	0.352142325814553	11900	Control
chr6	10500000	C2	0.424551373010452	11787	Control
chr6	11500000	C2	29.5374502329606	14620	Control
chr6	12500000	C2	21.6781883123768	13880	Control
chr6	13500000	C2	15.0332821590848	14170	Control
chr6	14500000	C2	18.9842073324516	19089	Control
chr6	15500000	C2	31.0231946596134	18192	Control
chr6	16500000	C2	7.63556182845524	18022	Control
chr6	17500000	C2	5.67456201953362	11887	Control
chr6	18500000	C2	2.92705041366808	18671	Control
chr6	19500000	C2	2.56643335062131	18043	Control
chr6	20500000	C2	17.7964910607393	16632	Control
chr6	21500000	C2	14.6480277513262	20648	Control
chr6	22500000	C2	12.2482493665353	13762	Control
chr6	23500000	C2	0.358282018515865	19447	Control
chr6	24500000	C2	20.1755192373962	16394	Control
chr6	25500000	C2	9.62020036581432	15079	Control
chr6	26500000	C2	33.9445950838984	13662	Control
chr6	27500000	C2	22.8701486104477	15027	Control
chr6	28500000	C2	9.90318987509615	14211	Control
chr6	29500000	C2	3.43717640761371	14119	Control
chr6	30500000	C2	18.3298009640899	15569	Control
chr6	31500000	C2	27.7050424293459	7888	Control
chr6	32500000	C2	5.47378118862462	19641	Control
chr6	33500000	C2	17.7254799742681	17190	Control
chr6	34500000	C2	27.093670311649	15634	Control
chr6	35500000	C2	21.0795844247896	13770	Control
chr6	36500000	C2	36.5497004511779	15923	Control
chr6	37500000	C2	32.5885812950416	8227	Control
chr6	38500000	C2	10.5374254918923	14471	Control
chr6	39500000	C2	21.8196803132726	12133	Control
chr6	40500000	C2	9.2719031045778	14802	Control
chr6	41500000	C2	31.2409858565515	14561	Control
chr6	42500000	C2	23.2718235094697	18089	Control
chr6	43500000	C2	0.357103900263705	10193	Control
chr6	44500000	C2	0.363974229670257	10025	Control
chr6	45500000	C2	1.44545773541238	14298	Control
chr6	46500000	C2	4.98248573841922	19138	Control
chr6	47500000	C2	22.1064524962499	17836	Control
chr6	48500000	C2	4.05705952116891	19446	Control
chr6	49500000	C2	3.35101361866597	14615	Control
chr6	50500000	C2	46.0500908230694	14350	Control
chr6	51500000	C2	39.6693732369561	16219	Control
chr6	52500000	C2	47.5920370960812	14168	Control
chr6	53500000	C2	6.25920408264514	17513	Control
chr6	54500000	C2	5.76717971456812	13812	Control
chr6	55500000	C2	16.1031562890202	12308	Control
chr6	56500000	C2	13.2642818416885	16164	Control
chr6	57500000	C2	19.6288951877057	16916	Control
chr6	58500000	C2	10.1927032580162	17797	Control
chr6	59500000	C2	9.25030064077833	19262	Control
chr6	60500000	C2	10.1134288879434	15189	Control
chr6	61500000	C2	1.97975103544877	15828	Control
chr6	62500000	C2	10.4007655522185	19521	Control
chr6	63500000	C2	7.47308315959117	20015	Control
chr6	64500000	C2	26.2347638984878	17942	Control
chr6	65500000	C2	17.4202167498039	15699	Control
chr6	66500000	C2	23.0753855509886	15574	Control
chr6	67500000	C2	24.6838141854515	16030	Control
chr6	68500000	C2	38.2296687124269	14622	Control
chr6	69500000	C2	48.3404289519164	11845	Control
chr6	70500000	C2	25.5248643955108	8153	Control
chr6	71500000	C2	25.4445741975742	15142	Control
chr6	72500000	C2	26.766547412406	11803	Control
chr6	73500000	C2	9.68455803698329	19637	Control
chr6	74500000	C2	11.3589291368868	13045	Control
chr6	75500000	C2	24.3424967116181	15125	Control
chr6	76500000	C2	30.7157342383543	12119	Control
chr6	77500000	C2	53.2991998991488	6851	Control
chr6	78500000	C2	16.2077982554533	5016	Control
chr6	79500000	C2	0.22594929777368	180	Control
chr7	500000	C2	3.94198618613012	4970	Control
chr7	1500000	C2	21.3394762410944	6664	Control
chr7	2500000	C2	3.61261187512595	9722	Control
chr7	3500000	C2	30.1446245180595	12316	Control
chr7	4500000	C2	16.8420396774086	13605	Control
chr7	5500000	C2	11.9300970815283	16642	Control
chr7	6500000	C2	16.40827531875	16946	Control
chr7	7500000	C2	0.343512817942838	12406	Control
chr7	8500000	C2	0.369926969787825	13427	Control
chr7	9500000	C2	4.17004516288705	14602	Control
chr7	10500000	C2	19.7318420580974	10204	Control
chr7	11500000	C2	29.9495992877643	14430	Control
chr7	12500000	C2	39.4956806411532	14954	Control
chr7	13500000	C2	23.2708141067532	18655	Control
chr7	14500000	C2	28.1712360787689	18276	Control
chr7	15500000	C2	39.093336699798	16913	Control
chr7	16500000	C2	12.4870050857713	19334	Control
chr7	17500000	C2	24.0023288878076	18823	Control
chr7	18500000	C2	11.5062623732167	20809	Control
chr7	19500000	C2	27.4350028448786	18849	Control
chr7	20500000	C2	20.3046511894855	14793	Control
chr7	21500000	C2	2.73409190374056	17076	Control
chr7	22500000	C2	42.2140601616758	17056	Control
chr7	23500000	C2	16.9530543739852	14769	Control
chr7	24500000	C2	11.6726745095138	17080	Control
chr7	25500000	C2	4.66512503713184	18079	Control
chr7	26500000	C2	18.6547844443388	13546	Control
chr7	27500000	C2	56.8354708650027	13104	Control
chr7	28500000	C2	64.6002147823889	15842	Control
chr7	29500000	C2	17.1592300522873	7885	Control
chr7	30500000	C2	31.2505685722121	9195	Control
chr7	31500000	C2	27.114906946415	10777	Control
chr7	32500000	C2	14.7127030292656	12250	Control
chr7	33500000	C2	16.7913218605745	17225	Control
chr7	34500000	C2	15.2309528617631	11547	Control
chr7	35500000	C2	4.28229640629788	8225	Control
chr7	36500000	C2	12.2977969376359	17276	Control
chr7	37500000	C2	25.0293239119036	16090	Control
chr7	38500000	C2	19.4642556494734	18814	Control
chr7	39500000	C2	11.5286622993827	18989	Control
chr7	40500000	C2	15.3997623403435	17814	Control
chr7	41500000	C2	33.9342725366381	17059	Control
chr7	42500000	C2	11.3277647781718	18131	Control
chr7	43500000	C2	4.91260020323792	14478	Control
chr7	44500000	C2	42.8068662124219	16417	Control
chr7	45500000	C2	26.075579603509	12058	Control
chr7	46500000	C2	22.6388532858891	15722	Control
chr7	47500000	C2	7.35792982901879	18562	Control
chr7	48500000	C2	16.721564846167	18933	Control
chr7	49500000	C2	9.19474205164422	18112	Control
chr7	50500000	C2	7.07396987064122	11505	Control
chr7	51500000	C2	17.2114794991526	18643	Control
chr7	52500000	C2	20.6455977269383	19161	Control
chr7	53500000	C2	18.8068933829695	15749	Control
chr7	54500000	C2	15.1776629390488	14775	Control
chr7	55500000	C2	20.5396389634528	18105	Control
chr7	56500000	C2	23.3007886448994	17448	Control
chr7	57500000	C2	4.82613318264048	17974	Control
chr7	58500000	C2	15.4885922060516	17350	Control
chr7	59500000	C2	6.11245949522675	15245	Control
chr7	60500000	C2	18.3528889140175	19743	Control
chr7	61500000	C2	2.32153675646242	18851	Control
chr7	62500000	C2	9.30064182111607	19247	Control
chr7	63500000	C2	13.9604630921871	13410	Control
chr7	64500000	C2	36.2295386313132	10265	Control
chr7	65500000	C2	38.77288805639	14000	Control
chr7	66500000	C2	22.3806740646195	5592	Control
chr7	67500000	C2	14.4963533321393	7825	Control
chr7	68500000	C2	15.3432082124886	10740	Control
chr7	69500000	C2	38.7504984483524	2658	Control
chr7	70500000	C2	31.380000137461	5715	Control
chr8	500000	C2	2.49783701712851	3254	Control
chr8	1500000	C2	18.3368332643124	8168	Control
chr8	2500000	C2	1.35886118388983	11700	Control
chr8	3500000	C2	45.1463231334005	10772	Control
chr8	4500000	C2	17.2108687188854	8573	Control
chr8	5500000	C2	20.4691982555213	17119	Control
chr8	6500000	C2	22.9086842774147	9790	Control
chr8	7500000	C2	26.3868334997282	15899	Control
chr8	8500000	C2	39.9284614061382	14532	Control
chr8	9500000	C2	7.12721843650075	13956	Control
chr8	10500000	C2	19.0933741416069	13327	Control
chr8	11500000	C2	18.1729932810937	17718	Control
chr8	12500000	C2	9.31998742673678	18799	Control
chr8	13500000	C2	32.9002740491764	17354	Control
chr8	14500000	C2	6.95676553890905	19440	Control
chr8	15500000	C2	19.8363162932705	18446	Control
chr8	16500000	C2	23.4607280832208	19794	Control
chr8	17500000	C2	31.3634149079003	14822	Control
chr8	18500000	C2	18.2348779933892	17599	Control
chr8	19500000	C2	33.7868567416138	14571	Control
chr8	20500000	C2	9.09260135670969	19886	Control
chr8	21500000	C2	13.8383165211565	14373	Control
chr8	22500000	C2	31.2734871458696	14984	Control
chr8	23500000	C2	7.75642850384768	20406	Control
chr8	24500000	C2	7.30592910748973	9211	Control
chr8	25500000	C2	13.1887308856296	19894	Control
chr8	26500000	C2	17.1651800636139	20152	Control
chr8	27500000	C2	5.05094114	19661	Control
chr8	28500000	C2	10.0164915938545	17250	Control
chr8	29500000	C2	9.28933932619741	15947	Control
chr8	30500000	C2	20.46662195105	13789	Control
chr8	31500000	C2	19.1644736013401	17196	Control
chr8	32500000	C2	10.4831081937917	18153	Control
chr8	33500000	C2	9.1050070309246	11939	Control
chr8	34500000	C2	0.480614007558205	4230	Control
chr8	35500000	C2	12.8245899026548	15665	Control
chr8	36500000	C2	21.3693812032679	11262	Control
chr8	37500000	C2	39.0696167983769	14610	Control
chr8	38500000	C2	46.5102335437261	19686	Control
chr8	39500000	C2	11.2058989968145	15296	Control
chr8	40500000	C2	5.86564693484467	16932	Control
chr8	41500000	C2	20.8072619567798	10603	Control
chr8	42500000	C2	13.9669298235759	17826	Control
chr8	43500000	C2	20.1112855773862	15292	Control
chr8	44500000	C2	11.2630922392129	18848	Control
chr8	45500000	C2	2.24070108702572	22071	Control
chr8	46500000	C2	7.09629945529436	20905	Control
chr8	47500000	C2	30.7119814652609	14621	Control
chr8	48500000	C2	11.4118229815528	15717	Control
chr8	49500000	C2	30.9900146408408	17518	Control
chr8	50500000	C2	8.98958682663741	14173	Control
chr8	51500000	C2	22.0770683955772	16710	Control
chr8	52500000	C2	10.0637975379756	16433	Control
chr8	53500000	C2	29.1895513705534	16287	Control
chr8	54500000	C2	15.8653900450783	18241	Control
chr8	55500000	C2	10.1824541734872	15469	Control
chr8	56500000	C2	18.6818229029224	13751	Control
chr8	57500000	C2	8.25678508756643	7203	Control
chr8	58500000	C2	14.9288251322173	12507	Control
chr8	59500000	C2	22.3508441434065	9908	Control
chr8	60500000	C2	39.4565509158141	10267	Control
chr8	61500000	C2	36.6794069681803	6371	Control
chr8	62500000	C2	31.0822354992743	5487	Control
chr8	63500000	C2	18.0695797928556	2604	Control
chr8	64500000	C2	41.7570045218346	3385	Control
chr9	500000	C2	1.49822001405973	2852	Control
chr9	1500000	C2	37.3562629763887	6138	Control
chr9	2500000	C2	37.6745301090635	7980	Control
chr9	3500000	C2	21.3928459522138	13231	Control
chr9	4500000	C2	19.6745468998562	14523	Control
chr9	5500000	C2	16.4038659926585	13251	Control
chr9	6500000	C2	9.88818924148673	16565	Control
chr9	7500000	C2	10.9224304592498	15805	Control
chr9	8500000	C2	16.5353386764571	17311	Control
chr9	9500000	C2	17.4763015820714	15327	Control
chr9	10500000	C2	25.1934941909384	14115	Control
chr9	11500000	C2	8.64705431387857	18485	Control
chr9	12500000	C2	24.3476344870824	16951	Control
chr9	13500000	C2	20.2468663451783	18211	Control
chr9	14500000	C2	3.86467162595728	18046	Control
chr9	15500000	C2	0.32195403793925	4908	Control
chr9	16500000	C2	19.4716286895043	16980	Control
chr9	17500000	C2	26.7277016873022	16106	Control
chr9	18500000	C2	13.1882305353705	19388	Control
chr9	19500000	C2	34.6422089058602	15729	Control
chr9	20500000	C2	29.4296130807914	16230	Control
chr9	21500000	C2	7.66523038982837	21695	Control
chr9	22500000	C2	13.307365283019	16558	Control
chr9	23500000	C2	4.67584385783268	16944	Control
chr9	24500000	C2	22.7672643571666	18713	Control
chr9	25500000	C2	23.7374465179104	18162	Control
chr9	26500000	C2	12.278618485291	18198	Control
chr9	27500000	C2	5.49504963644432	19834	Control
chr9	28500000	C2	20.4962577516401	18377	Control
chr9	29500000	C2	1.79626489349375	20708	Control
chr9	30500000	C2	3.21955232727044	18145	Control
chr9	31500000	C2	27.3367849227924	17480	Control
chr9	32500000	C2	2.38921170156401	17649	Control
chr9	33500000	C2	11.3225840323352	13434	Control
chr9	34500000	C2	13.923376841959	18205	Control
chr9	35500000	C2	11.412496857604	18823	Control
chr9	36500000	C2	0.387768229098661	15867	Control
chr9	37500000	C2	8.72898679795277	16654	Control
chr9	38500000	C2	15.0310603598612	19372	Control
chr9	39500000	C2	12.7623929190937	18795	Control
chr9	40500000	C2	9.00353172681861	16775	Control
chr9	41500000	C2	41.5580028529673	9371	Control
chr9	42500000	C2	16.2225647852867	16900	Control
chr9	43500000	C2	28.6817988460513	8441	Control
chr9	44500000	C2	38.5719214068861	13574	Control
chr9	45500000	C2	41.5758244668113	18209	Control
chr9	46500000	C2	50.2547742537701	14394	Control
chr9	47500000	C2	21.408199389537	11851	Control
chr9	48500000	C2	22.6291464301328	15335	Control
chr9	49500000	C2	19.8223031910623	15068	Control
chr9	50500000	C2	35.7651001669765	17426	Control
chr9	51500000	C2	16.1026649976488	17304	Control
chr9	52500000	C2	13.8615666072199	16326	Control
chr9	53500000	C2	5.62165082606898	14096	Control
chr9	54500000	C2	0.37073266493561	6355	Control
chr9	55500000	C2	5.53178961434175	10749	Control
chr9	56500000	C2	2.60621652784737	18516	Control
chr9	57500000	C2	0.485391935330846	19121	Control
chr9	58500000	C2	9.13784151431999	19536	Control
chr9	59500000	C2	12.5056470806583	19597	Control
chr9	60500000	C2	29.4859162821101	17811	Control
chr9	61500000	C2	4.15378533433916	12538	Control
chr9	62500000	C2	18.1209465910089	15245	Control
chr9	63500000	C2	30.8503747656212	15675	Control
chr9	64500000	C2	5.7283304842173	12096	Control
chr9	65500000	C2	20.7323748177322	13411	Control
chr9	66500000	C2	27.0664734212792	11873	Control
chr9	67500000	C2	25.7320832495722	15250	Control
chr9	68500000	C2	63.0170616594099	3246	Control
chr9	69500000	C2	9.72490047666643	8981	Control
chr9	70500000	C2	20.6351736433849	6874	Control
chr9	71500000	C2	13.188439692721	1443	Control
chr9	72500000	C2	35.9747687609505	4603	Control
chr9	73500000	C2	28.2587940869451	3545	Control
chr9	74500000	C2	0.529411764705882	85	Control
chr1	500000	A1	9.91184176249459	3431	Amputated
chr1	1500000	A1	54.6113747047782	11195	Amputated
chr1	2500000	A1	14.1195019103727	4684	Amputated
chr1	3500000	A1	32.0744951785481	10053	Amputated
chr1	4500000	A1	17.7634986287812	12137	Amputated
chr1	5500000	A1	10.042843143182	8885	Amputated
chr1	6500000	A1	12.0163427554664	15421	Amputated
chr1	7500000	A1	14.5306005060911	11037	Amputated
chr1	8500000	A1	1.45247110147112	8655	Amputated
chr1	9500000	A1	2.19015895250042	12047	Amputated
chr1	10500000	A1	4.53949486480589	15354	Amputated
chr1	11500000	A1	20.4919611280437	18111	Amputated
chr1	12500000	A1	14.9010656333627	17119	Amputated
chr1	13500000	A1	7.99056276869859	15641	Amputated
chr1	14500000	A1	2.75410815184	20292	Amputated
chr1	15500000	A1	30.4818527595014	19635	Amputated
chr1	16500000	A1	5.50358153806957	10731	Amputated
chr1	17500000	A1	8.22681044369942	17492	Amputated
chr1	18500000	A1	23.7920519178801	14103	Amputated
chr1	19500000	A1	45.5796864397658	15757	Amputated
chr1	20500000	A1	27.4632677597016	9449	Amputated
chr1	21500000	A1	21.5605304424178	17101	Amputated
chr1	22500000	A1	8.41062307982865	17990	Amputated
chr1	23500000	A1	27.2912507229696	14065	Amputated
chr1	24500000	A1	12.1238123765253	20895	Amputated
chr1	25500000	A1	8.8403527848655	19697	Amputated
chr1	26500000	A1	9.04942723209691	20566	Amputated
chr1	27500000	A1	30.9298842149074	17965	Amputated
chr1	28500000	A1	2.43305862277194	18869	Amputated
chr1	29500000	A1	17.1407890502485	18696	Amputated
chr1	30500000	A1	16.2214830341325	16853	Amputated
chr1	31500000	A1	7.3002390941527	19778	Amputated
chr1	32500000	A1	18.9023274148771	17235	Amputated
chr1	33500000	A1	37.3684620812586	15724	Amputated
chr1	34500000	A1	26.5352589542076	15229	Amputated
chr1	35500000	A1	21.1644437199468	13701	Amputated
chr1	36500000	A1	7.09416871870049	21512	Amputated
chr1	37500000	A1	13.2716612287164	18143	Amputated
chr1	38500000	A1	36.4860656149567	14499	Amputated
chr1	39500000	A1	27.9589108195767	16884	Amputated
chr1	40500000	A1	25.0376305170674	16696	Amputated
chr1	41500000	A1	6.0249540716206	15873	Amputated
chr1	42500000	A1	4.05509452769032	19621	Amputated
chr1	43500000	A1	36.0809399698076	17022	Amputated
chr1	44500000	A1	6.73780979657892	16448	Amputated
chr1	45500000	A1	27.9674483912626	16407	Amputated
chr1	46500000	A1	20.8322753794708	18976	Amputated
chr1	47500000	A1	17.7662121179883	16256	Amputated
chr1	48500000	A1	19.8148131143949	17222	Amputated
chr1	49500000	A1	21.9083611755355	18656	Amputated
chr1	50500000	A1	11.1149443148863	19244	Amputated
chr1	51500000	A1	14.9965197812791	18525	Amputated
chr1	52500000	A1	0.737076427697104	21802	Amputated
chr1	53500000	A1	13.8979439861005	19388	Amputated
chr1	54500000	A1	16.8971584401515	19737	Amputated
chr1	55500000	A1	15.5315442716053	17262	Amputated
chr1	56500000	A1	21.8049308079401	13761	Amputated
chr1	57500000	A1	16.2750477190447	13557	Amputated
chr1	58500000	A1	15.5431967544819	17224	Amputated
chr1	59500000	A1	3.7680897079098	17503	Amputated
chr1	60500000	A1	15.4363114661921	17601	Amputated
chr1	61500000	A1	2.76485804221527	5658	Amputated
chr1	62500000	A1	4.97486828923038	14447	Amputated
chr1	63500000	A1	31.938731004263	15938	Amputated
chr1	64500000	A1	21.9870677326493	12851	Amputated
chr1	65500000	A1	15.678407058527	9417	Amputated
chr1	66500000	A1	40.1688436448181	18895	Amputated
chr1	67500000	A1	53.3226342909506	18180	Amputated
chr1	68500000	A1	35.024793473375	13850	Amputated
chr1	69500000	A1	22.0326954564843	14570	Amputated
chr1	70500000	A1	14.2791444831928	19556	Amputated
chr1	71500000	A1	10.3069071794844	19201	Amputated
chr1	72500000	A1	15.9804798484628	8584	Amputated
chr1	73500000	A1	19.1925521142831	18009	Amputated
chr1	74500000	A1	15.508658829529	18990	Amputated
chr1	75500000	A1	14.9359508615496	13308	Amputated
chr1	76500000	A1	15.6559484165402	16206	Amputated
chr1	77500000	A1	15.2610086641411	13776	Amputated
chr1	78500000	A1	12.4486439710251	17420	Amputated
chr1	79500000	A1	12.4661286906207	15419	Amputated
chr1	80500000	A1	29.763784369809	16503	Amputated
chr1	81500000	A1	31.2103230415915	16594	Amputated
chr1	82500000	A1	17.771636679949	16504	Amputated
chr1	83500000	A1	0.277602389762133	9919	Amputated
chr1	84500000	A1	4.7876545979344	15240	Amputated
chr1	85500000	A1	36.1891920775156	16043	Amputated
chr1	86500000	A1	9.17837828683742	15191	Amputated
chr1	87500000	A1	5.44847217933544	15655	Amputated
chr1	88500000	A1	18.8547461240635	18246	Amputated
chr1	89500000	A1	0.319362739500942	4407	Amputated
chr1	90500000	A1	14.759310471744	17727	Amputated
chr1	91500000	A1	25.3289981791543	18985	Amputated
chr1	92500000	A1	22.315975478429	17643	Amputated
chr1	93500000	A1	8.10035462295165	14788	Amputated
chr1	94500000	A1	13.5150115030379	18484	Amputated
chr1	95500000	A1	20.1875789333555	17842	Amputated
chr1	96500000	A1	24.5488487582334	17889	Amputated
chr1	97500000	A1	8.55423247619683	19190	Amputated
chr1	98500000	A1	20.4430103080314	18764	Amputated
chr1	99500000	A1	8.87022390363589	16193	Amputated
chr1	100500000	A1	8.29307565874079	19714	Amputated
chr1	101500000	A1	11.5988893404585	19775	Amputated
chr1	102500000	A1	16.9000976198198	17442	Amputated
chr1	103500000	A1	13.8629891332252	15871	Amputated
chr1	104500000	A1	3.27055954102838	17226	Amputated
chr1	105500000	A1	24.0528073807728	18253	Amputated
chr1	106500000	A1	19.0237903980625	17280	Amputated
chr1	107500000	A1	2.00443857335496	17821	Amputated
chr1	108500000	A1	17.8133202046126	7566	Amputated
chr1	109500000	A1	10.4856523758051	12146	Amputated
chr1	110500000	A1	3.96486481766789	19963	Amputated
chr1	111500000	A1	14.1418448655046	16388	Amputated
chr1	112500000	A1	16.5645540514312	20056	Amputated
chr1	113500000	A1	16.8060688567831	14868	Amputated
chr1	114500000	A1	14.725958085	16420	Amputated
chr1	115500000	A1	4.49298677567169	16585	Amputated
chr1	116500000	A1	24.9289828058476	15922	Amputated
chr1	117500000	A1	12.0310215632304	11205	Amputated
chr1	118500000	A1	13.4790922989762	17277	Amputated
chr1	119500000	A1	12.9822969804188	15891	Amputated
chr1	120500000	A1	13.2310783878877	9596	Amputated
chr1	121500000	A1	4.67337906686568	20475	Amputated
chr1	122500000	A1	12.4976942209661	12133	Amputated
chr1	123500000	A1	21.8160059909409	9309	Amputated
chr1	124500000	A1	28.7447148159982	10855	Amputated
chr1	125500000	A1	30.3545316883139	7827	Amputated
chr1	126500000	A1	35.6162913358668	5004	Amputated
chr1	127500000	A1	53.4307260509987	7454	Amputated
chr1	128500000	A1	4.87517186579967	4420	Amputated
chr10	500000	A1	23.6768531187103	12166	Amputated
chr10	1500000	A1	7.2610653633088	7670	Amputated
chr10	2500000	A1	20.3088174509466	8262	Amputated
chr10	3500000	A1	13.137033767895	10060	Amputated
chr10	4500000	A1	2.72804345244163	17812	Amputated
chr10	5500000	A1	0.280616433643876	15902	Amputated
chr10	6500000	A1	0.26945901176085	18880	Amputated
chr10	7500000	A1	0.26175535682483	7525	Amputated
chr10	8500000	A1	10.3365918844323	19875	Amputated
chr10	9500000	A1	28.5251830705702	14582	Amputated
chr10	10500000	A1	7.52547701665747	15194	Amputated
chr10	11500000	A1	15.336075456992	18502	Amputated
chr10	12500000	A1	14.8014067803851	16098	Amputated
chr10	13500000	A1	25.7457806311916	16025	Amputated
chr10	14500000	A1	10.7681331229048	14849	Amputated
chr10	15500000	A1	45.7520997691198	12559	Amputated
chr10	16500000	A1	22.2963386506082	19025	Amputated
chr10	17500000	A1	28.0467275100088	15101	Amputated
chr10	18500000	A1	3.70734551813203	15646	Amputated
chr10	19500000	A1	6.08718904630072	14761	Amputated
chr10	20500000	A1	9.46690292049438	19622	Amputated
chr10	21500000	A1	15.5733903302892	14521	Amputated
chr10	22500000	A1	4.67137939630824	13789	Amputated
chr10	23500000	A1	21.7450166468134	13079	Amputated
chr10	24500000	A1	38.8436936411992	11666	Amputated
chr10	25500000	A1	7.70447036974881	18155	Amputated
chr10	26500000	A1	6.39083272797065	17524	Amputated
chr10	27500000	A1	12.1914266397825	15158	Amputated
chr10	28500000	A1	12.8194616330737	18367	Amputated
chr10	29500000	A1	22.0922093375092	18375	Amputated
chr10	30500000	A1	5.06583847048885	21563	Amputated
chr10	31500000	A1	5.78873775586401	19076	Amputated
chr10	32500000	A1	3.70504856856798	18449	Amputated
chr10	33500000	A1	8.17666551463993	19857	Amputated
chr10	34500000	A1	5.4728345833128	17463	Amputated
chr10	35500000	A1	3.57521153739972	15140	Amputated
chr10	36500000	A1	22.6332819167111	14990	Amputated
chr10	37500000	A1	27.0570020906116	14613	Amputated
chr10	38500000	A1	8.05055305272603	14301	Amputated
chr10	39500000	A1	54.4313723620986	13695	Amputated
chr10	40500000	A1	59.8118719689483	14982	Amputated
chr10	41500000	A1	40.7002511251954	9613	Amputated
chr10	42500000	A1	8.98034442577312	12690	Amputated
chr10	43500000	A1	8.85647955076031	16422	Amputated
chr10	44500000	A1	16.6057941130717	11592	Amputated
chr10	45500000	A1	15.1485259595041	16584	Amputated
chr10	46500000	A1	30.5421424691435	16488	Amputated
chr10	47500000	A1	25.3430669312414	17797	Amputated
chr10	48500000	A1	37.3354753183925	16222	Amputated
chr10	49500000	A1	38.0504198051685	18052	Amputated
chr10	50500000	A1	47.6630176255092	15868	Amputated
chr10	51500000	A1	18.4672845458708	14164	Amputated
chr10	52500000	A1	33.5440606755916	18966	Amputated
chr10	53500000	A1	10.1590019154177	11439	Amputated
chr10	54500000	A1	6.83422046413592	10814	Amputated
chr10	55500000	A1	11.809588760908	9381	Amputated
chr10	56500000	A1	7.18555436048581	8136	Amputated
