chr	start	end	length	nCG	meanMethy1	meanMethy2	diff.Methy	areaStat
chr22	21543965	21544117	153	9	0.447111567814096	0.250140719891924	0.196970847922172	34.0055024006291
chr21	12813264	12813469	206	7	0.044942283164486	0.25179206420002	-0.206849781035534	-33.9940866336278
chr18	22969655	22969940	286	7	0.550094821511566	0.23617573710427	0.313919084407297	33.8970592243594
chr20	7503126	7503279	154	9	0.490904027881462	0.721918743478624	-0.231014715597162	-33.8619634233097
chr7	44500300	44500643	344	8	0.251563123353526	0.46561946803097	-0.214056344677444	-33.858787543979
chr7	44065687	44065866	180	8	0.409052976310709	0.625435393738672	-0.216382417427963	-33.8446717996613
chr8	28651010	28651110	101	7	0.804210550911614	0.621268738093839	0.182941812817775	33.8023838671785
chr7	12721171	12721425	255	6	0.391257272304483	0.0824967109723316	0.308760561332152	33.7017191038893
chr29	18193682	18193758	77	6	0.737640232831807	0.31221181378865	0.425428419043157	33.6542961625541
chr1	88860274	88860657	384	7	0.052585619584394	0.262110670088703	-0.209525050504309	-33.5980070098535
chr24	15861611	15861860	250	7	0.706229319036052	0.435018778991783	0.271210540044269	33.51407220496
chr15	34658386	34658519	134	8	0.30170886610152	0.501781668222851	-0.200072802121331	-33.4329571112358
chr11	50196173	50196719	547	9	0.398411639692066	0.14232379793669	0.256087841755376	33.3798158371043
chr7	59188678	59189142	465	8	0.22548196566913	0.0223053670367103	0.203176598632419	33.3186789894183
chr15	34656674	34656885	212	8	0.522731831807393	0.744169667077955	-0.221437835270562	-33.2598296774445
chr14	65000679	65000924	246	8	0.238655316188596	0.0537864424243453	0.184868873764251	32.9633908871949
chr21	40739470	40739771	302	9	0.300789646533663	0.564133039902639	-0.263343393368976	-32.9319882769363
chr19	24489683	24489939	257	7	0.50577503782438	0.2287868076775	0.27698823014688	32.8317688146338
chr5	18864964	18865259	296	6	0.241700465329237	0.0255429486649385	0.216157516664299	32.8308941239333
chr8	11625523	11625790	268	8	0.172693421412226	0.394375249445994	-0.221681828033768	-32.816957985705
chr5	14509120	14509195	76	10	0.511962999993505	0.747645368448971	-0.235682368455466	-32.7699171667573
chr12	13213699	13213899	201	7	0.559209067787472	0.805032172182628	-0.245823104395156	-32.6734769908133
chr22	9173260	9173445	186	4	0.620976763911575	0.126180459357298	0.494796304554277	32.6609831444833
chr3	37570097	37570210	114	7	0.88414695944537	0.712091124074684	0.172055835370687	32.6448325466034
chr4	34913184	34913347	164	8	0.397615936363484	0.182651259725936	0.214964676637549	32.6352833280793
chr16	18861296	18861574	279	8	0.328727070753571	0.563059598055464	-0.234332527301893	-32.6278387552068
chr7	26834571	26834874	304	8	0.235455904578192	0.054552357493425	0.180903547084767	32.5880202230781
chr2	42256036	42256116	81	6	0.371438571400557	0.646951742344972	-0.275513170944415	-32.5045124268332
chr14	64569641	64570029	389	8	0.333736927862571	0.679153114280975	-0.345416186418404	-32.4820759388129
chr4	4025077	4025400	324	7	0.188940122800197	0.493910358400044	-0.304970235599847	-32.4808345958788
chr15	12307126	12307566	441	7	0.598750481372076	0.319838920462002	0.278911560910074	32.4663583907865
chr12	57499570	57499707	138	6	0.864631007199304	0.602531319098268	0.262099688101037	32.4122371161193
chr18	4428340	4428430	91	7	0.0647418956647739	0.285183121168395	-0.220441225503621	-32.4054408867075
chr1	42109653	42109838	186	6	0.495063256927108	0.291065989514729	0.203997267412378	32.3718128866451
chr1	96470128	96470284	157	7	0.175595107379634	0.00521262299319636	0.170382484386438	32.3362870957407
chr10	16013509	16013836	328	8	0.463494689137644	0.687285457646303	-0.22379076850866	-32.3349067897635
chr16	13885450	13885693	244	8	0.301009204398157	0.50826566331976	-0.207256458921603	-32.3143474267411
chr7	23256906	23257026	121	7	0.553891587502085	0.379084010353991	0.174807577148094	32.2819613298057
chr28	34780269	34780502	234	8	0.344108947665327	0.532478283270487	-0.188369335605159	-32.2253774180405
chr31	14617801	14618008	208	8	0.728779896256004	0.509466125755625	0.219313770500379	32.1553194891533
chr4	38038211	38038506	296	6	0.263093877450836	0.00478748387621653	0.258306393574619	32.1521881882255
chr7	36415095	36415291	197	8	0.410000104367135	0.166070842890502	0.243929261476633	32.1399483477981
chr8	40024273	40024551	279	7	0.105040141194671	0.354711988573079	-0.249671847378408	-32.135703847759
chr16	8743980	8744214	235	7	0.399894913004567	0.615389991478421	-0.215495078473854	-32.0547286804693
chr1	3228112	3228459	348	7	0.32166214114393	0.076204490465099	0.245457650678831	32.0261124951219
chr14	3395337	3395604	268	7	0.825011297120325	0.607724823097237	0.217286474023089	32.0226844264032
chr2	46340218	46340646	429	6	0.435716110952541	0.124213707977788	0.311502402974752	31.9950784661639
chr23	17365411	17365797	387	7	0.683413905711568	0.407278224661891	0.276135681049676	31.9276295831398
chr1	80351102	80351783	682	9	0.729206170697092	0.481427146665478	0.247779024031614	31.9266978573252
chr1	71821328	71821494	167	8	0.311231679469578	0.540007230908728	-0.22877555143915	-31.9241188169265
chr24	11800098	11800331	234	6	0.562002457604513	0.761920084950461	-0.199917627345948	-31.8012291234658
chr2	62264307	62264501	195	7	0.499864412908381	0.237224172904989	0.262640240003392	31.7854485657362
chr17	812389	812741	353	7	0.541774714589351	0.283158257558865	0.258616457030486	31.7772534847505
chr28	22760799	22760867	69	5	0.455551592423978	0.0937983435443915	0.361753248879587	31.776266486931
chr6	13585704	13586005	302	6	0.881495322256141	0.622186923491309	0.259308398764832	31.7525109632759
chr7	13232075	13232156	82	7	0.290981040404846	0.116114750472309	0.174866289932537	31.7515816364473
chr20	18190801	18190885	85	6	0.103034274390393	0.25908766386045	-0.156053389470058	-31.7353975940171
chr1	55982295	55982532	238	7	0.419774866579415	0.14604443778134	0.273730428798076	31.7207833892715
chr4	46766161	46766343	183	7	0.334248044372673	0.146248672559652	0.187999371813021	31.7197786047536
chr3	68164190	68164426	237	7	0.331214128804014	0.589317839999821	-0.258103711195807	-31.6839802090695
chr11	28379398	28379681	284	7	0.657524091787199	0.431781113416703	0.225742978370496	31.6337326964327
chr13	57384966	57385320	355	7	0.085886134614993	0.300969414838402	-0.215083280223409	-31.550053081704
chr7	64504195	64504351	157	8	0.393804995210535	0.6078561901509	-0.214051194940366	-31.5229166542134
chr8	44609386	44609552	167	6	0.520527170895986	0.198704401069585	0.321822769826402	31.5047534855627
chr20	23073827	23074107	281	7	0.348490623836211	0.578824015504869	-0.230333391668657	-31.4035808682052
chr17	2279889	2280084	196	6	0.0435483821979862	0.22525334516678	-0.181704962968793	-31.3548128871603
chr12	52764342	52764586	245	7	0.323378950148701	0.0959178930113385	0.227461057137362	31.3156555283782
chr12	20298526	20298928	403	6	0.23905748331394	0.553025675366437	-0.313968192052497	-31.2946757609237
chr14	16985480	16985691	212	7	0.589179063207289	0.332394875729489	0.2567841874778	31.2745367062968
chr19	2800463	2801375	913	6	0.521497568456337	0.21100395220082	0.310493616255517	31.2688195654617
chr11	1908281	1908929	649	18	0.21838353098921	0.156792542514179	0.061590988475031	31.2685400824465
chr9	11827316	11827670	355	7	0.298479225303582	0.643746761909708	-0.345267536606127	-31.1991850690801
chr24	12735140	12735215	76	6	0.0764031438457003	0.240494814183281	-0.16409167033758	-31.1482176529606
chr4	38036632	38036846	215	7	0.236432981611994	0.0169881154278398	0.219444866184155	31.0927204309431
chr27	9607444	9607510	67	7	0.232668753549337	0.0722699038045579	0.160398849744779	31.0769431838924
chr3	23601645	23601728	84	5	0.0084295909625797	0.257232146903111	-0.248802555940531	-31.0049612995058
chr8	64204987	64205399	413	6	0.40059181189281	0.721180845223503	-0.320589033330693	-30.9549076437041
chr1	36779533	36779668	136	8	0.296101363409	0.0979599022488851	0.198141461160115	30.8814836627194
chr9	56495036	56495138	103	6	0.225395564306257	0.00613285012178655	0.219262714184471	30.8629612033926
chr6	61946465	61946609	145	7	0.0262941590259519	0.202784550891956	-0.176490391866004	-30.8387362421633
chr2	245726	245837	112	6	0.318101859482694	0.063929692095542	0.254172167387152	30.8246054363264
chr1	81262863	81262917	55	6	0.0648972245329303	0.241744924802934	-0.176847700270004	-30.8131817481016
chr20	8678436	8678542	107	6	0.566686391749388	0.858738245773164	-0.292051854023776	-30.7579278239593
chr10	31475695	31475762	68	6	0.0402081074923654	0.257472425123841	-0.217264317631476	-30.658830734667
chr17	14568329	14568474	146	6	0.27595128057049	0.562813276136725	-0.286861995566236	-30.62613203919
chr24	5177719	5178052	334	5	0.196937762864535	0.534242338462195	-0.337304575597659	-30.6244534699245
chr1	91917685	91917902	218	6	0.395028288508305	0.190801975515009	0.204226312993296	30.5960759566272
chr10	56577386	56577712	327	7	0.747727693184703	0.441243096055452	0.306484597129251	30.5938388410566
chr13	42653269	42653526	258	6	0.438991698335498	0.777788725280993	-0.338797026945495	-30.5452006555634
chr12	32815468	32815687	220	6	0.263350233281034	0.515811767714987	-0.252461534433953	-30.5215454913837
chr3	48989733	48990123	391	7	0.394922290591404	0.650953090055611	-0.256030799464207	-30.5029545553723
chr1	43613143	43613492	350	7	0.249049419250006	0.525339030181025	-0.276289610931019	-30.5009565205513
chr3	10976845	10977014	170	6	0.489965938539651	0.280521663048784	0.209444275490867	30.3943343420786
chr16	39460107	39460230	124	6	0.475509227635954	0.709143409331754	-0.2336341816958	-30.3507861538971
chr25	33160129	33160389	261	6	0.0183870166518124	0.205807120108679	-0.187420103456867	-30.3327582918357
chr22	33767576	33767871	296	7	0.56797005451805	0.342206971718823	0.225763082799227	30.3026363672474
chr7	65373166	65373488	323	7	0.324858613299299	0.0505533371524852	0.274305276146814	30.2980675448107
chr16	34389391	34389809	419	6	0.696653938915191	0.344297396080016	0.352356542835175	30.2936071590011
chr12	14166316	14166596	281	5	0.324929817961628	0.00845920570592001	0.316470612255708	30.1234005858636
chr20	15825558	15825856	299	8	0.155490718027802	0.38974488985529	-0.234254171827488	-30.1181135770144
chr21	40582826	40583085	260	7	0.417143895704958	0.158466966395168	0.25867692930979	30.0367019690769
chr17	58421284	58421492	209	6	0.252564580757313	0.0524411773011	0.200123403456213	29.9833170988636
chr5	61081780	61081964	185	8	0.246577631925136	0.455117581292595	-0.208539949367459	-29.9332616355053
chr24	13456350	13456611	262	7	0.35779782882758	0.587524482009327	-0.229726653181748	-29.9065843482721
chr5	65846308	65846547	240	7	0.344705320356143	0.587701575250862	-0.242996254894719	-29.8802959402107
chr31	16769852	16770063	212	4	0.0330101961594298	0.524608670579368	-0.491598474419938	-29.8611692330011
chr6	58592910	58593015	106	6	0.343522947961567	0.00653697174020482	0.336985976221362	29.8516323382583
chr24	21611498	21611630	133	6	0.579955014179759	0.756299077771145	-0.176344063591386	-29.787926498083
chr1	20193955	20194198	244	6	0.54672656744453	0.251116459481138	0.295610107963391	29.7826951805257
chr13	26804409	26804640	232	7	0.59082572084391	0.339850754101204	0.250974966742707	29.7757508778235
chr3	70808579	70808936	358	8	0.32881728689383	0.56897693830855	-0.240159651414721	-29.7616916765044
chr10	58968151	58968436	286	7	0.303824642152111	0.0728511410288059	0.230973501123305	29.701846513188
chr1	127262566	127262789	224	6	0.172103980028237	0.00601346195910236	0.166090518069135	29.6801523028384
chr21	33274968	33275130	163	6	0.405015916307427	0.682065301489498	-0.277049385182071	-29.5606673169126
chr3	13722261	13722467	207	7	0.806608222630248	0.597761124965219	0.208847097665029	29.5519794800103
chr30	23528199	23528416	218	5	0.260541659030119	0.609800662064883	-0.349259003034763	-29.4932752654039
chr10	49038312	49038470	159	5	0.64843330421569	0.23678917394815	0.41164413026754	29.4777569104694
chr17	39369940	39370080	141	7	0.406382852042939	0.60273296450551	-0.196350112462571	-29.4619778498116
chr19	29217045	29217306	262	6	0.0506605409045934	0.296437186675737	-0.245776645771144	-29.423330773853
chr24	2210838	2210958	121	6	0.330745880691373	0.114667470991364	0.216078409700009	29.3811361773649
chr18	31874160	31874356	197	8	0.263662401097197	0.503933425340206	-0.240271024243009	-29.3597976949069
chr11	6297748	6297980	233	5	0.373434543178892	0.0601138804527437	0.313320662726148	29.3315036903952
chr24	27470212	27470460	249	7	0.188442903187533	0.4199286819338	-0.231485778746267	-29.2895848780205
chr4	2052990	2053170	181	7	0.426895396319644	0.218098106136498	0.208797290183146	29.2700742213141
chr8	44593526	44593724	199	5	0.217477115910196	0.563883610654168	-0.346406494743972	-29.2426530559761
chr6	58065648	58065981	334	6	0.355338022045427	0.0942580203116295	0.261080001733798	29.1249782941596
chr22	28424609	28425055	447	9	0.214936173022348	0.430012483887597	-0.215076310865249	-29.1153421557133
chr16	4137824	4137937	114	4	0.260715674250308	0.0787687098847268	0.181946964365581	29.1128830663132
chr17	37224823	37225063	241	6	0.299267963593035	0.075649921289746	0.223618042303289	29.1123641744668
chr8	48967509	48967751	243	7	0.412740822144453	0.639165980287595	-0.226425158143141	-29.1010392456129
chr4	13227227	13227288	62	7	0.239903949087275	0.0419533965572121	0.197950552530063	29.0051644778491
chr6	42703288	42703370	83	5	0.35004699840109	0.0119020438376861	0.338144954563404	28.992439521971
chr26	30616054	30616418	365	7	0.297443681828378	0.586108843700462	-0.288665161872084	-28.9673260904832
chr2	36444693	36445018	326	8	0.444730248712486	0.709834121125155	-0.265103872412669	-28.9653001155001
chr20	47699159	47699398	240	7	0.424452723456236	0.209042778816808	0.215409944639428	28.9649609692501
chr4	288854	289028	175	6	0.42993743363871	0.639426327738065	-0.209488894099354	-28.9404924027944
chr19	37259416	37259596	181	6	0.179732314328792	0.00408482728773243	0.17564748704106	28.9378441487554
chr29	14004695	14005005	311	7	0.37858869615062	0.644769464820249	-0.26618076866963	-28.9280687653011
chr15	3601473	3601658	186	6	0.0314069688603049	0.223886297996137	-0.192479329135832	-28.9210872533478
chr2	55271593	55271724	132	7	0.121099124172971	0.330313442049613	-0.209214317876642	-28.9071973616864
chr1	37744630	37744733	104	7	0.0206247292212193	0.198750816082177	-0.178126086860958	-28.8661360547654
chr13	19547545	19547921	377	7	0.15195572604124	0.388099423004266	-0.236143696963025	-28.8507259171641
chr10	10004878	10005072	195	6	0.20584893040357	0.0240703630680536	0.181778567335516	28.8222043947104
chr26	27133283	27133416	134	5	0.379388172323904	0.104286811711289	0.275101360612614	28.8153575270725
chr2	57885633	57886066	434	9	0.32413840363837	0.581349062244133	-0.257210658605763	-28.693079632295
chr18	8799880	8799965	86	4	0.458630712309545	0.229866874803574	0.228763837505971	28.6559114278656
chr29	31026939	31027006	68	6	0.288163139746857	0.0643843343547636	0.223778805392094	28.6495436949259
chr16	8632895	8633070	176	7	0.448610683288104	0.258305408567486	0.190305274720619	28.6372901289914
chr8	7260294	7260571	278	6	0.588980440738599	0.289317836990526	0.299662603748073	28.6153764001386
chr24	30554805	30554960	156	7	0.262121471108501	0.566967915670107	-0.304846444561605	-28.6072106370241
chr21	46704667	46704905	239	6	0.399080363744064	0.661528324249066	-0.262447960505001	-28.5980247114712
chr3	70695558	70695721	164	6	0.345023850249247	0.580388702002464	-0.235364851753217	-28.5821881303653
chr1	63042981	63043161	181	5	0.264483937607689	0.700904393843653	-0.436420456235964	-28.5160637690678
chr3	61751827	61751982	156	7	0.168351153298659	0.417012335028213	-0.248661181729554	-28.4539741519767
chr10	47737745	47737988	244	8	0.574058499087653	0.323800165382223	0.25025833370543	28.3944312458589
chr7	30375254	30375461	208	5	0.561990083224228	0.141169052980118	0.420821030244111	28.3720924517362
chr2	42256256	42256329	74	7	0.521168432861363	0.727692946070942	-0.206524513209578	-28.370418061818
chr1	106722168	106722306	139	6	0.438224614515793	0.177253429145248	0.260971185370545	28.3696260175935
chr22	24992372	24992568	197	5	0.231345180849378	0.0392047466240368	0.192140434225341	28.3513520241922
chr12	29307628	29307719	92	6	0.274197656087722	0.0708942146479896	0.203303441439732	28.3441046140184
chr11	11108550	11108764	215	6	0.23904119706155	0.486659501086174	-0.247618304024623	-28.2899786978467
chr12	28001257	28002240	984	8	0.501790601275494	0.746778929009446	-0.244988327733952	-28.280229244357
chr6	32656777	32656928	152	8	0.218461010736282	0.486313738206552	-0.26785272747027	-28.2763444185311
chr23	1425279	1425427	149	6	0.370303584037131	0.123406944051103	0.246896639986028	28.254529675246
chr1	3397762	3397867	106	5	0.458605527399438	0.128730353661392	0.329875173738046	28.1378398851626
chr19	8230383	8230883	501	7	0.855112715294543	0.616873072670164	0.238239642624379	28.0999500362792
chr22	43497088	43497157	70	6	0.630519399530647	0.8222093735135	-0.191689973982853	-28.0904510942928
chr15	27650252	27650306	55	7	0.262587690503081	0.535856652822396	-0.273268962319314	-28.0829423743562
chr7	51600855	51601088	234	5	0.304694139284255	0.00556470422875477	0.299129435055501	28.0489810423503
chr18	23780595	23781336	742	7	0.770449058328025	0.500161920129107	0.270287138198918	28.0478141160772
chr31	1155592	1155936	345	8	0.250707550210702	0.528553568966419	-0.277846018755718	-27.9836126961478
chr1	2424476	2424820	345	5	0.481421250186625	0.120337491286242	0.361083758900383	27.9661237599272
chr18	28211269	28211485	217	7	0.309436214602301	0.104365662387624	0.205070552214677	27.9629406947987
chr3	16151284	16151458	175	7	0.0784247367401468	0.331232545297545	-0.252807808557398	-27.9543734092457
chr8	43515462	43515595	134	7	0.473697311145995	0.2488106813685	0.224886629777495	27.9412723945445
chr8	54026650	54026870	221	6	0.329712257198575	0.132605578988666	0.197106678209909	27.8841472461396
chr29	26420301	26420370	70	5	0.043123845969856	0.324776914723035	-0.281653068753179	-27.8715567077011
chr1	116067814	116068099	286	6	0.553575806986875	0.298282860173208	0.255292946813668	27.8311430194961
chr13	8850904	8850992	89	5	0.367704662945859	0.182305817272947	0.185398845672912	27.8117993089794
chr2	38274055	38274214	160	5	0.381426061969301	0.711686851156872	-0.330260789187572	-27.7976793386789
chr18	38076557	38076773	217	7	0.257049772507069	0.0692654212648057	0.187784351242263	27.7697681753875
chr16	8910320	8910571	252	7	0.462365736338665	0.700539279911252	-0.238173543572587	-27.7558090634377
chr9	56673364	56673528	165	5	0.324043709713668	0.0631711040027626	0.260872605710906	27.7507573144053
chr17	36378344	36378427	84	6	0.394325305310452	0.191352363711013	0.202972941599439	27.7346930533524
chr17	38245268	38245341	74	7	0.686102114738598	0.464723284102388	0.221378830636209	27.701594045951
chr23	38557299	38557574	276	6	0.342311940833919	0.0409078627849301	0.301404078048989	27.6823100003476
chr12	11800291	11800531	241	7	0.750930489170116	0.507728895208153	0.243201593961963	27.6707172436286
chr1	75456834	75456986	153	5	0.417049299716901	0.146258548147809	0.270790751569092	27.6542320420044
chr14	41952581	41952715	135	6	0.0747347255964333	0.252605485482307	-0.177870759885873	-27.6215156551921
chr26	9492494	9492589	96	5	0.296185476835799	0.0969174451494159	0.199268031686383	27.6156012492066
chr3	51322674	51322925	252	6	0.677732183378847	0.405185288862779	0.272546894516068	27.5721745182808
chr10	23667913	23668246	334	7	0.400302207216849	0.683133315091992	-0.282831107875143	-27.5491846663921
chr12	2487833	2488120	288	7	0.671271357422344	0.424144652568004	0.24712670485434	27.4975664315413
chr24	3231090	3231405	316	7	0.207525771900667	0.445773258135293	-0.238247486234626	-27.4831470975291
chr8	64750435	64750591	157	6	0.210927963611032	0.466671191135066	-0.255743227524033	-27.4658184488374
chr24	3333538	3333821	284	5	0.110894009931108	0.416361161785431	-0.305467151854323	-27.4587417785829
chr13	53512018	53512166	149	6	0.238750431504026	0.0208946395651426	0.217855791938883	27.421921845405
chr7	48549033	48549317	285	6	0.229205001181376	0.0122765554833519	0.216928445698024	27.4049070778352
chr21	37740512	37740836	325	7	0.550193474253646	0.76916968581302	-0.218976211559375	-27.3766383224427
chr1	46419056	46419131	76	7	0.635177614692678	0.81444780217187	-0.179270187479192	-27.3585389869832
chr5	62877213	62877525	313	6	0.278667340258542	0.0456076484127599	0.233059691845782	27.3557994478825
chr25	11823306	11823522	217	7	0.284573005861907	0.508948292415688	-0.224375286553781	-27.319986497411
chr16	16105232	16105372	141	5	0.0694733598236046	0.235042644160654	-0.16556928433705	-27.3161399625853
chr21	46549526	46549707	182	6	0.162328275004142	0.419040266878857	-0.256711991874715	-27.2894833506722
chr31	21762736	21763107	372	5	0.732787454157136	0.403232330434695	0.329555123722441	27.2689481930363
chr29	1947285	1947488	204	5	0.222035093696695	0.048165917233081	0.173869176463614	27.268026550336
chr14	34301758	34301867	110	7	0.185389845900679	0.399639361783705	-0.214249515883026	-27.25495384682
chr6	64954068	64954159	92	6	0.192300321483717	0.411186123094508	-0.218885801610791	-27.1489318517
chr3	51711351	51711497	147	7	0.567658181503375	0.818854323402304	-0.251196141898929	-27.104323579191
chr4	19490064	19490373	310	6	0.421330386036488	0.675054085832149	-0.253723699795661	-27.0771083036097
chr25	22132785	22132873	89	6	0.422291381683749	0.205509024252614	0.216782357431135	27.0747337961243
chr27	20384529	20384612	84	7	0.187246295955068	0.390207110887636	-0.202960814932568	-27.0708917924784
chr6	76834782	76834936	155	5	0.825138302684123	0.657656748111188	0.167481554572935	27.0497187246228
chr24	12221693	12221936	244	7	0.21502865419763	0.454589169543975	-0.239560515346344	-27.0240397815346
chr6	14703788	14704002	215	5	0.241969193381647	0.597922911277776	-0.355953717896128	-26.9836163906883
chr1	15574598	15574982	385	8	0.588216648994271	0.810959566032383	-0.222742917038111	-26.9445235974466
chr2	9489043	9489175	133	5	0.511646357020442	0.798598875236527	-0.286952518216085	-26.9051915769404
chr31	24495974	24496078	105	5	0.316857995830858	0.0514460682587656	0.265411927572092	26.9027092491945
chr1	123707010	123707340	331	7	0.518960932190473	0.317317951213737	0.201642980976736	26.8733229537308
chr1	58500456	58500774	319	7	0.624673639735095	0.822179094179448	-0.197505454444353	-26.8706918203029
chr16	42843472	42843630	159	6	0.217825729162312	0.0242749697146993	0.193550759447613	26.8629199099982
chr27	24518803	24519049	247	6	0.500683580099074	0.209852273836113	0.290831306262961	26.8196344271506
chr25	2208120	2208184	65	4	0.280091528803851	0.67081459744718	-0.390723068643329	-26.8103319621104
chr23	19806416	19806712	297	6	0.375295388870788	0.113698602800615	0.261596786070173	26.772362617847
chr11	53461308	53461513	206	6	0.632787012498406	0.360427869842853	0.272359142655552	26.7620558938924
chr25	36629756	36630282	527	5	0.464981055115687	0.149845967163282	0.315135087952405	26.732873462953
chr7	64700509	64700678	170	6	0.290512257181362	0.0821949582966916	0.20831729888467	26.6688163167611
chr14	18956545	18956604	60	6	0.0531548223434131	0.346598547621048	-0.293443725277635	-26.6654854158172
chr2	68712376	68712559	184	5	0.25015481510495	0.074080584434628	0.176074230670322	26.6191166909411
chr31	21069239	21069314	76	7	0.222771087711084	0.408965508622839	-0.186194420911755	-26.6016314455786
chr10	28250172	28250463	292	7	0.187766581728954	0.38067565386582	-0.192909072136866	-26.5965820216725
chr7	41288125	41288214	90	7	0.447452509405447	0.641828740775064	-0.194376231369617	-26.5901177225627
chr27	24006107	24006281	175	5	0.00695955886961342	0.219912424844481	-0.212952865974867	-26.5587714698227
chr2	16167107	16167161	55	5	0.609070389558982	0.249439537162057	0.359630852396925	26.5136415173207
chr7	66588990	66589210	221	7	0.385123824939668	0.148046508202543	0.237077316737124	26.5021586226655
chr19	26136567	26136942	376	5	0.00659194237027703	0.231497451721558	-0.224905509351281	-26.4938141370059
chr5	75677709	75677985	277	5	0.26076126569256	0.596440696247953	-0.335679430555394	-26.4345354126773
chr7	27054191	27054378	188	6	0.527443923780082	0.273688446335035	0.253755477445047	26.3948357466954
chr30	6334007	6334222	216	7	0.694998706739939	0.890207013512397	-0.195208306772457	-26.3402401270886
chr9	11964162	11964403	242	5	0.316134183806157	0.532435323907518	-0.216301140101362	-26.3047525383054
chr13	12919125	12919237	113	7	0.727789110269524	0.481418951227126	0.246370159042397	26.2989253011522
chr5	54162286	54162529	244	6	0.221662999959763	0.450963894778241	-0.229300894818479	-26.2789971154408
chr12	19231297	19231599	303	7	0.176257697356309	0.401662554992499	-0.225404857636189	-26.2604773472649
chr13	35409199	35409329	131	7	0.20951719341866	0.416874029920764	-0.207356836502104	-26.247272219685
chr26	27305826	27305939	114	6	0.580316006075658	0.827505893236076	-0.247189887160418	-26.2446748797523
chr19	46058036	46058467	432	7	0.671034125454504	0.427758446395153	0.243275679059351	26.2438733281842
chr2	6339484	6339714	231	7	0.635798148018438	0.831395005571862	-0.195596857553424	-26.2279056887209
chr27	877822	878036	215	7	0.41671920135306	0.680804307102519	-0.26408510574946	-26.2126641345185
chr9	14832122	14832378	257	6	0.651554919794697	0.341776482810562	0.309778436984135	26.210694059348
chr24	11738096	11738149	54	4	0.0578387390938336	0.20246980869014	-0.144631069596306	-26.1877390844411
chr21	46488870	46488950	81	4	0.400701281820882	0.0285610294400154	0.372140252380866	26.1780286110886
chr2	19455793	19456049	257	6	0.344327080890124	0.581084143485995	-0.236757062595872	-26.1011830154289
chr14	13244083	13244175	93	5	0.333370028237378	0.615264052542198	-0.28189402430482	-25.9362832961692
chr22	27552171	27552365	195	5	0.353080797384987	0.661501993417651	-0.308421196032664	-25.9111158102113
chr14	17343297	17343542	246	6	0.119810788907599	0.345608896236386	-0.225798107328787	-25.9061091939844
chr16	40557439	40557844	406	7	0.648989974978939	0.409735786872199	0.23925418810674	25.8505187978917
chr24	9293099	9293248	150	6	0.277632253298286	0.478201671322036	-0.20056941802375	-25.8300728469417
chr1	125682576	125682810	235	5	0.242105473318331	0.0209688084541528	0.221136664864178	25.8215467724258
chr3	31291984	31292195	212	7	0.322753098697993	0.521961677523275	-0.199208578825282	-25.8172579500434
chr2	46952602	46952690	89	5	0.377863562809542	0.0752645672818187	0.302598995527724	25.81697396425
chr8	11327651	11327732	82	6	0.24436432964354	0.0748023151139058	0.169562014529634	25.8056695897581
chr26	13288994	13289157	164	5	0.468540505442951	0.173933102537089	0.294607402905861	25.7931926612513
chr20	13942927	13943215	289	6	0.309359110225351	0.0640560593343958	0.245303050890955	25.7566178292092
chr10	9912788	9912935	148	5	0.119354749061594	0.403762152081212	-0.284407403019619	-25.6938128162325
chr1	2699643	2699915	273	7	0.196507905683913	0.415973350021929	-0.219465444338016	-25.657457640695
chr2	62287629	62288082	454	7	0.44182669387151	0.722512136635544	-0.280685442764034	-25.6534103103459
chr11	41961556	41961796	241	5	0.0493828231790795	0.313021249760263	-0.263638426581183	-25.6476208575013
chr11	10954109	10954627	519	6	0.598218858541357	0.355159084620632	0.243059773920724	25.6314827849087
chr1	53507200	53507447	248	5	0.634207674120368	0.359304426315683	0.274903247804685	25.5778514797757
chr15	18184624	18184885	262	6	0.130847186055809	0.394820395358485	-0.263973209302675	-25.5674764629885
chr8	37299346	37299404	59	5	0.0968400832309477	0.256947590056035	-0.160107506825087	-25.5574048798047
chr6	50105666	50105967	302	6	0.363395544675936	0.120028940635664	0.243366604040272	25.5440680561447
chr5	30133964	30134309	346	6	0.209048023822739	0.436449777612831	-0.227401753790091	-25.5417147665608
chr27	1569315	1569568	254	7	0.429189859882847	0.203001069873035	0.226188790009811	25.5307344613303
chr3	57667665	57667894	230	6	0.461371442989627	0.258660480123853	0.202710962865774	25.5285295940929
chr15	49866402	49866506	105	6	0.0243941959538986	0.229950312126966	-0.205556116173067	-25.4018925307478
chr1	76801553	76801623	71	5	0.62602388017489	0.287480854143954	0.338543026030936	25.3891692336961
chr21	17333374	17333496	123	5	0.4999499026482	0.305644631100145	0.194305271548055	25.380137213724
chr27	15039155	15039740	586	7	0.49074356022004	0.198760951147742	0.291982609072298	25.321338806035
chr3	3156615	3156852	238	5	0.275569313366009	0.0729836139910487	0.20258569937496	25.2950432587215
chr11	37709826	37709921	96	6	0.839115762707611	0.656545733214083	0.182570029493528	25.2164529841829
chr10	48614383	48614534	152	6	0.493685295209797	0.187034404984203	0.306650890225594	25.215106426256
chr9	62032730	62033212	483	6	0.358162423132076	0.61151542624621	-0.253353003114133	-25.212436459427
chr21	29365422	29365618	197	6	0.0576305877669664	0.313506281041378	-0.255875693274412	-25.1907520308772
